Date,Revenue_Expected,Revenue_Best,Revenue_Worst
2012-02-06,70530.74301192857,84636.89161431429,56424.59440954286
2012-02-07,73007.65943201662,87609.19131841994,58406.1275456133
2012-02-08,71936.10445783017,86323.3253493962,57548.883566264136
2012-02-09,72863.38245349702,87436.05894419643,58290.70596279762
2012-02-10,73041.07714228217,87649.2925707386,58432.86171382574
2012-02-11,73041.07714228217,87649.2925707386,58432.86171382574
2012-02-12,73041.07714228217,87649.2925707386,58432.86171382574
2012-02-13,71535.8484279328,85843.01811351936,57228.67874234624
2012-02-14,73007.65943201662,87609.19131841994,58406.1275456133
2012-02-15,72848.89738400634,87418.67686080761,58279.11790720507
2012-02-16,73176.84991771841,87812.2199012621,58541.479934174735
2012-02-17,73210.26762798395,87852.32115358073,58568.214102387166
2012-02-18,74757.19993882699,89708.63992659238,59805.7599510616
2012-02-19,75582.95044251873,90699.54053102247,60466.36035401499
2012-02-20,73746.7838383898,88496.14060606777,58997.42707071185
2012-02-21,74757.19993882699,89708.63992659238,59805.7599510616
2012-02-22,75390.7706842429,90468.92482109148,60312.616547394326
2012-02-23,75582.95044251873,90699.54053102247,60466.36035401499
2012-02-24,75549.53273225318,90659.43927870381,60439.62618580255
2012-02-25,75746.16513894939,90895.39816673927,60596.93211115952
2012-02-26,75746.16513894939,90895.39816673927,60596.93211115952
2012-02-27,73909.99853482046,88691.99824178456,59127.998827856376
2012-02-28,75746.16513894939,90895.39816673927,60596.93211115952
2012-02-29,75040.7326081949,90048.87912983388,60032.58608655592
2012-03-01,75093.0524964183,90111.66299570196,60074.44199713464
2012-03-02,75180.95295491534,90217.1435458984,60144.76236393227
2012-03-03,75214.37066518088,90257.24479821704,60171.4965321447
2012-03-04,75413.75995681695,90496.51194818034,60331.007965453566
2012-03-05,73577.59335268803,88293.11202322562,58862.07468215042
2012-03-06,74588.00945312521,89505.61134375025,59670.40756250017
2012-03-07,75380.3422465514,90456.41069586168,60304.27379724113
2012-03-08,75413.75995681695,90496.51194818034,60331.007965453566
2012-03-09,75380.3422465514,90456.41069586168,60304.27379724113
2012-03-10,75413.75995681695,90496.51194818034,60331.007965453566
2012-03-11,75413.75995681695,90496.51194818034,60331.007965453566
2012-03-12,73709.08102519746,88450.89723023695,58967.26482015797
2012-03-13,74719.49712563465,89663.39655076158,59775.59770050772
2012-03-14,75511.82991906085,90614.19590287302,60409.463935248685
2012-03-15,75545.24762932639,90654.29715519167,60436.198103461116
2012-03-16,75714.43811502818,90857.32573803382,60571.55049202255
2012-03-17,75714.43811502818,90857.32573803382,60571.55049202255
2012-03-18,75714.43811502818,90857.32573803382,60571.55049202255
2012-03-19,73878.27151089926,88653.9258130791,59102.617208719406
2012-03-20,75714.43811502818,90857.32573803382,60571.55049202255
2012-03-21,75714.43811502818,90857.32573803382,60571.55049202255
2012-03-22,75714.43811502818,90857.32573803382,60571.55049202255
2012-03-23,75714.43811502818,90857.32573803382,60571.55049202255
2012-03-24,75714.43811502818,90857.32573803382,60571.55049202255
2012-03-25,75877.65281145883,91053.1833737506,60702.12224916706
2012-03-26,74041.4862073299,88849.78344879588,59233.18896586393
2012-03-27,75877.65281145883,91053.1833737506,60702.12224916706
2012-03-28,75877.65281145883,91053.1833737506,60702.12224916706
2012-03-29,75117.92030937495,90141.50437124995,60094.33624749997
2012-03-30,75129.70941955979,90155.65130347175,60103.767535647836
2012-03-31,75129.70941955979,90155.65130347175,60103.767535647836
2012-04-01,75224.54016892775,90269.44820271329,60179.6321351422
2012-04-02,73509.6917335614,88211.63008027368,58807.75338684912
2012-04-03,74520.10783399858,89424.1294007983,59616.08626719887
2012-04-04,75545.24762932639,90654.29715519167,60436.198103461116
2012-04-05,75545.24762932639,90654.29715519167,60436.198103461116
2012-04-06,75545.24762932639,90654.29715519167,60436.198103461116
2012-04-07,75545.24762932639,90654.29715519167,60436.198103461116
2012-04-08,75545.24762932639,90654.29715519167,60436.198103461116
2012-04-09,73709.08102519746,88450.89723023695,58967.26482015797
2012-04-10,74719.49712563465,89663.39655076158,59775.59770050772
2012-04-11,75545.24762932639,90654.29715519167,60436.198103461116
2012-04-12,75545.24762932639,90654.29715519167,60436.198103461116
2012-04-13,75545.24762932639,90654.29715519167,60436.198103461116
2012-04-14,75545.24762932639,90654.29715519167,60436.198103461116
2012-04-15,75545.24762932639,90654.29715519167,60436.198103461116
2012-04-16,73878.27151089926,88653.9258130791,59102.617208719406
2012-04-17,75714.43811502818,90857.32573803382,60571.55049202255
2012-04-18,75714.43811502818,90857.32573803382,60571.55049202255
2012-04-19,75714.43811502818,90857.32573803382,60571.55049202255
2012-04-20,75714.43811502818,90857.32573803382,60571.55049202255
2012-04-21,75714.43811502818,90857.32573803382,60571.55049202255
2012-04-22,75714.43811502818,90857.32573803382,60571.55049202255
2012-04-23,73878.27151089926,88653.9258130791,59102.617208719406
2012-04-24,75714.43811502818,90857.32573803382,60571.55049202255
2012-04-25,75877.65281145883,91053.1833737506,60702.12224916706
2012-04-26,75877.65281145883,91053.1833737506,60702.12224916706
2012-04-27,75877.65281145883,91053.1833737506,60702.12224916706
2012-04-28,75877.65281145883,91053.1833737506,60702.12224916706
2012-04-29,75117.92030937495,90141.50437124995,60094.33624749997
2012-04-30,73525.53747554541,88230.6449706545,58820.42998043633
2012-05-01,74398.789665236,89278.5475982832,59519.03173218881
2012-05-02,75345.85833769033,90415.03000522839,60276.68667015227
2012-05-03,75345.85833769033,90415.03000522839,60276.68667015227
2012-05-04,75545.24762932639,90654.29715519167,60436.198103461116
2012-05-05,75545.24762932639,90654.29715519167,60436.198103461116
2012-05-06,75545.24762932639,90654.29715519167,60436.198103461116
2012-05-07,73709.08102519746,88450.89723023695,58967.26482015797
2012-05-08,74719.49712563465,89663.39655076158,59775.59770050772
2012-05-09,75545.24762932639,90654.29715519167,60436.198103461116
2012-05-10,75545.24762932639,90654.29715519167,60436.198103461116
2012-05-11,75545.24762932639,90654.29715519167,60436.198103461116
2012-05-12,75545.24762932639,90654.29715519167,60436.198103461116
2012-05-13,75545.24762932639,90654.29715519167,60436.198103461116
2012-05-14,73709.08102519746,88450.89723023695,58967.26482015797
2012-05-15,74719.49712563465,89663.39655076158,59775.59770050772
2012-05-16,75714.43811502818,90857.32573803382,60571.55049202255
2012-05-17,75714.43811502818,90857.32573803382,60571.55049202255
2012-05-18,75714.43811502818,90857.32573803382,60571.55049202255
2012-05-19,75714.43811502818,90857.32573803382,60571.55049202255
2012-05-20,75714.43811502818,90857.32573803382,60571.55049202255
2012-05-21,73878.27151089926,88653.9258130791,59102.617208719406
2012-05-22,75714.43811502818,90857.32573803382,60571.55049202255
2012-05-23,75714.43811502818,90857.32573803382,60571.55049202255
2012-05-24,75714.43811502818,90857.32573803382,60571.55049202255
2012-05-25,75877.65281145883,91053.1833737506,60702.12224916706
2012-05-26,75877.65281145883,91053.1833737506,60702.12224916706
2012-05-27,75877.65281145883,91053.1833737506,60702.12224916706
2012-05-28,74041.4862073299,88849.78344879588,59233.18896586393
2012-05-29,75349.9149694895,90419.8979633874,60279.93197559161
2012-05-30,75361.70407967434,90434.0448956092,60289.36326373948
2012-05-31,75129.70941955979,90155.65130347175,60103.767535647836
2012-06-01,75224.54016892775,90269.44820271329,60179.6321351422
2012-06-02,75345.85833769033,90415.03000522839,60276.68667015227
2012-06-03,75345.85833769033,90415.03000522839,60276.68667015227
2012-06-04,73709.08102519746,88450.89723023695,58967.26482015797
2012-06-05,74719.49712563465,89663.39655076158,59775.59770050772
2012-06-06,75545.24762932639,90654.29715519167,60436.198103461116
2012-06-07,75545.24762932639,90654.29715519167,60436.198103461116
2012-06-08,75545.24762932639,90654.29715519167,60436.198103461116
2012-06-09,75545.24762932639,90654.29715519167,60436.198103461116
2012-06-10,75545.24762932639,90654.29715519167,60436.198103461116
2012-06-11,73709.08102519746,88450.89723023695,58967.26482015797
2012-06-12,74719.49712563465,89663.39655076158,59775.59770050772
2012-06-13,75545.24762932639,90654.29715519167,60436.198103461116
2012-06-14,75545.24762932639,90654.29715519167,60436.198103461116
2012-06-15,75545.24762932639,90654.29715519167,60436.198103461116
2012-06-16,75714.43811502818,90857.32573803382,60571.55049202255
2012-06-17,75714.43811502818,90857.32573803382,60571.55049202255
2012-06-18,73878.27151089926,88653.9258130791,59102.617208719406
2012-06-19,75714.43811502818,90857.32573803382,60571.55049202255
2012-06-20,75714.43811502818,90857.32573803382,60571.55049202255
2012-06-21,75714.43811502818,90857.32573803382,60571.55049202255
2012-06-22,75714.43811502818,90857.32573803382,60571.55049202255
2012-06-23,75714.43811502818,90857.32573803382,60571.55049202255
2012-06-24,75714.43811502818,90857.32573803382,60571.55049202255
2012-06-25,74041.4862073299,88849.78344879588,59233.18896586393
2012-06-26,75877.65281145883,91053.1833737506,60702.12224916706
2012-06-27,75877.65281145883,91053.1833737506,60702.12224916706
2012-06-28,75877.65281145883,91053.1833737506,60702.12224916706
2012-06-29,75117.92030937495,90141.50437124995,60094.33624749997
2012-06-30,75129.70941955979,90155.65130347175,60103.767535647836
2012-07-01,75224.54016892775,90269.44820271329,60179.6321351422
2012-07-02,73509.6917335614,88211.63008027368,58807.75338684912
2012-07-03,74520.10783399858,89424.1294007983,59616.08626719887
2012-07-04,75545.24762932639,90654.29715519167,60436.198103461116
2012-07-05,75545.24762932639,90654.29715519167,60436.198103461116
2012-07-06,75545.24762932639,90654.29715519167,60436.198103461116
2012-07-07,75545.24762932639,90654.29715519167,60436.198103461116
2012-07-08,75545.24762932639,90654.29715519167,60436.198103461116
2012-07-09,73709.08102519746,88450.89723023695,58967.26482015797
2012-07-10,74719.49712563465,89663.39655076158,59775.59770050772
2012-07-11,75545.24762932639,90654.29715519167,60436.198103461116
2012-07-12,75545.24762932639,90654.29715519167,60436.198103461116
2012-07-13,75545.24762932639,90654.29715519167,60436.198103461116
2012-07-14,75545.24762932639,90654.29715519167,60436.198103461116
2012-07-15,75545.24762932639,90654.29715519167,60436.198103461116
2012-07-16,73878.27151089926,88653.9258130791,59102.617208719406
2012-07-17,75714.43811502818,90857.32573803382,60571.55049202255
2012-07-18,75714.43811502818,90857.32573803382,60571.55049202255
2012-07-19,75714.43811502818,90857.32573803382,60571.55049202255
2012-07-20,75714.43811502818,90857.32573803382,60571.55049202255
2012-07-21,75714.43811502818,90857.32573803382,60571.55049202255
2012-07-22,75714.43811502818,90857.32573803382,60571.55049202255
2012-07-23,73764.24410967562,88517.09293161075,59011.3952877405
2012-07-24,74774.66021011281,89729.59225213536,59819.72816809025
2012-07-25,75763.6254102352,90916.35049228223,60610.90032818816
2012-07-26,75763.6254102352,90916.35049228223,60610.90032818816
2012-07-27,75763.6254102352,90916.35049228223,60610.90032818816
2012-07-28,75763.6254102352,90916.35049228223,60610.90032818816
2012-07-29,75003.89290815132,90004.67148978158,60003.114326521056
2012-07-30,73522.51657952474,88227.0198954297,58818.013263619796
2012-07-31,74532.93267996193,89439.51921595431,59626.346143969546
2012-08-01,75110.51276770412,90132.61532124494,60088.4102141633
2012-08-02,75231.8309364667,90278.19712376002,60185.464749173356
2012-08-03,75231.8309364667,90278.19712376002,60185.464749173356
2012-08-04,75431.22022810276,90517.46427372331,60344.976182482205
2012-08-05,75431.22022810276,90517.46427372331,60344.976182482205
2012-08-06,73595.05362397383,88314.06434876859,58876.04289917907
2012-08-07,74605.46972441103,89526.56366929323,59684.375779528826
2012-08-08,75431.22022810276,90517.46427372331,60344.976182482205
2012-08-09,75431.22022810276,90517.46427372331,60344.976182482205
2012-08-10,75431.22022810276,90517.46427372331,60344.976182482205
2012-08-11,75431.22022810276,90517.46427372331,60344.976182482205
2012-08-12,75431.22022810276,90517.46427372331,60344.976182482205
2012-08-13,73595.05362397383,88314.06434876859,58876.04289917907
2012-08-14,74605.46972441103,89526.56366929323,59684.375779528826
2012-08-15,75431.22022810276,90517.46427372331,60344.976182482205
2012-08-16,75600.41071380455,90720.49285656546,60480.32857104365
2012-08-17,75600.41071380455,90720.49285656546,60480.32857104365
2012-08-18,75600.41071380455,90720.49285656546,60480.32857104365
2012-08-19,75600.41071380455,90720.49285656546,60480.32857104365
2012-08-20,73764.24410967562,88517.09293161075,59011.3952877405
2012-08-21,74774.66021011281,89729.59225213536,59819.72816809025
2012-08-22,75600.41071380455,90720.49285656546,60480.32857104365
2012-08-23,75600.41071380455,90720.49285656546,60480.32857104365
2012-08-24,75600.41071380455,90720.49285656546,60480.32857104365
2012-08-25,75763.6254102352,90916.35049228223,60610.90032818816
2012-08-26,75763.6254102352,90916.35049228223,60610.90032818816
2012-08-27,73927.45880610627,88712.95056732751,59141.967044885016
2012-08-28,75763.6254102352,90916.35049228223,60610.90032818816
2012-08-29,75346.89407346884,90416.2728881626,60277.51525877507
2012-08-30,75015.68201833616,90018.81842200339,60012.545614668925
2012-08-31,75015.68201833616,90018.81842200339,60012.545614668925
2012-09-01,75110.51276770412,90132.61532124494,60088.4102141633
2012-09-02,75231.8309364667,90278.19712376002,60185.464749173356
2012-09-03,73395.66433233776,88074.79719880532,58716.53146587021
2012-09-04,74605.46972441103,89526.56366929323,59684.375779528826
2012-09-05,75431.22022810276,90517.46427372331,60344.976182482205
2012-09-06,75431.22022810276,90517.46427372331,60344.976182482205
2012-09-07,75431.22022810276,90517.46427372331,60344.976182482205
2012-09-08,75431.22022810276,90517.46427372331,60344.976182482205
2012-09-09,75431.22022810276,90517.46427372331,60344.976182482205
2012-09-10,73595.05362397383,88314.06434876859,58876.04289917907
2012-09-11,74605.46972441103,89526.56366929323,59684.375779528826
2012-09-12,75431.22022810276,90517.46427372331,60344.976182482205
2012-09-13,75431.22022810276,90517.46427372331,60344.976182482205
2012-09-14,75431.22022810276,90517.46427372331,60344.976182482205
2012-09-15,75431.22022810276,90517.46427372331,60344.976182482205
2012-09-16,75600.41071380455,90720.49285656546,60480.32857104365
2012-09-17,75988.45115407887,91186.14138489464,60790.76092326309
2012-09-18,77824.6177582078,93389.54130984934,62259.69420656624
2012-09-19,78322.66958499594,93987.20350199511,62658.13566799675
2012-09-20,78475.3898409649,94170.46780915787,62780.31187277192
2012-09-21,78475.3898409649,94170.46780915787,62780.31187277192
2012-09-22,78475.3898409649,94170.46780915787,62780.31187277192
2012-09-23,78475.3898409649,94170.46780915787,62780.31187277192
2012-09-24,76639.22323683597,91967.06788420316,61311.378589468775
2012-09-25,77987.83245463845,93585.39894556614,62390.265963710764
2012-09-26,78638.60453739554,94366.32544487464,62910.88362991644
2012-09-27,78638.60453739554,94366.32544487464,62910.88362991644
2012-09-28,78638.60453739554,94366.32544487464,62910.88362991644
2012-09-29,77696.70438956146,93236.04526747375,62157.36351164917
2012-09-30,77555.77832091351,93066.93398509621,62044.62265673081
2012-10-01,75996.61011190274,91195.93213428328,60797.2880895222
2012-10-02,77456.03798086995,92947.24557704394,61964.83038469596
2012-10-03,77954.08980765808,93544.9077691897,62363.27184612647
2012-10-04,78306.1993552631,93967.43922631572,62644.959484210485
2012-10-05,78306.1993552631,93967.43922631572,62644.959484210485
2012-10-06,78306.1993552631,93967.43922631572,62644.959484210485
2012-10-07,78306.1993552631,93967.43922631572,62644.959484210485
2012-10-08,76470.03275113417,91764.039301361,61176.02620090734
2012-10-09,77655.42727250601,93186.51272700721,62124.34181800482
2012-10-10,78153.47909929416,93784.17491915298,62522.78327943533
2012-10-11,78306.1993552631,93967.43922631572,62644.959484210485
2012-10-12,78306.1993552631,93967.43922631572,62644.959484210485
2012-10-13,78306.1993552631,93967.43922631572,62644.959484210485
2012-10-14,78306.1993552631,93967.43922631572,62644.959484210485
2012-10-15,76470.03275113417,91764.039301361,61176.02620090734
2012-10-16,77824.6177582078,93389.54130984934,62259.69420656624
2012-10-17,78322.66958499594,93987.20350199511,62658.13566799675
2012-10-18,78475.3898409649,94170.46780915787,62780.31187277192
2012-10-19,78475.3898409649,94170.46780915787,62780.31187277192
2012-10-20,78475.3898409649,94170.46780915787,62780.31187277192
2012-10-21,78475.3898409649,94170.46780915787,62780.31187277192
2012-10-22,76639.22323683597,91967.06788420316,61311.378589468775
2012-10-23,77824.6177582078,93389.54130984934,62259.69420656624
2012-10-24,78322.66958499594,93987.20350199511,62658.13566799675
2012-10-25,78638.60453739554,94366.32544487464,62910.88362991644
2012-10-26,78638.60453739554,94366.32544487464,62910.88362991644
2012-10-27,78638.60453739554,94366.32544487464,62910.88362991644
2012-10-28,78638.60453739554,94366.32544487464,62910.88362991644
2012-10-29,76203.53895075005,91444.24674090005,60962.83116060004
2012-10-30,77582.89022805693,93099.46827366832,62066.312182445545
2012-10-31,77898.77948623103,93478.53538347722,62319.023588984826
2012-11-01,78148.88429106104,93778.66114927325,62519.10743284883
2012-11-02,78106.81006362704,93728.17207635245,62485.448050901636
2012-11-03,78106.81006362704,93728.17207635245,62485.448050901636
2012-11-04,78306.1993552631,93967.43922631572,62644.959484210485
2012-11-05,76470.03275113417,91764.039301361,61176.02620090734
2012-11-06,77655.42727250601,93186.51272700721,62124.34181800482
2012-11-07,78153.47909929416,93784.17491915298,62522.78327943533
2012-11-08,78306.1993552631,93967.43922631572,62644.959484210485
2012-11-09,78306.1993552631,93967.43922631572,62644.959484210485
2012-11-10,78306.1993552631,93967.43922631572,62644.959484210485
2012-11-11,78306.1993552631,93967.43922631572,62644.959484210485
2012-11-12,76470.03275113417,91764.039301361,61176.02620090734
2012-11-13,77655.42727250601,93186.51272700721,62124.34181800482
2012-11-14,78153.47909929416,93784.17491915298,62522.78327943533
2012-11-15,78306.1993552631,93967.43922631572,62644.959484210485
2012-11-16,78475.3898409649,94170.46780915787,62780.31187277192
2012-11-17,78475.3898409649,94170.46780915787,62780.31187277192
2012-11-18,78475.3898409649,94170.46780915787,62780.31187277192
2012-11-19,76639.22323683597,91967.06788420316,61311.378589468775
2012-11-20,77824.6177582078,93389.54130984934,62259.69420656624
2012-11-21,78322.66958499594,93987.20350199511,62658.13566799675
2012-11-22,78475.3898409649,94170.46780915787,62780.31187277192
2012-11-23,78475.3898409649,94170.46780915787,62780.31187277192
2012-11-24,78475.3898409649,94170.46780915787,62780.31187277192
2012-11-25,78638.60453739554,94366.32544487464,62910.88362991644
2012-11-26,76802.43793326661,92162.92551991994,61441.950346613296
2012-11-27,77987.83245463845,93585.39894556614,62390.265963710764
2012-11-28,78638.60453739554,94366.32544487464,62910.88362991644
2012-11-29,77696.70438956146,93236.04526747375,62157.36351164917
2012-11-30,77555.77832091351,93066.93398509621,62044.62265673081
2012-12-01,76480.89782253622,91777.07738704346,61184.71825802898
2012-12-02,75940.7717683141,91128.92612197691,60752.61741465128
2012-12-03,74104.60516418517,88925.52619702219,59283.684131348135
2012-12-04,76140.16105995016,91368.19327194018,60912.12884796013
2012-12-05,76140.16105995016,91368.19327194018,60912.12884796013
2012-12-06,76140.16105995016,91368.19327194018,60912.12884796013
2012-12-07,76140.16105995016,91368.19327194018,60912.12884796013
2012-12-08,76140.16105995016,91368.19327194018,60912.12884796013
