Date,Orders_Expected,Orders_Best,Orders_Worst,Revenue_Expected,Revenue_Best,Revenue_Worst
2012-02-16,109.96259307861328,131.95511169433593,87.97007446289064,73176.84991771841,87812.2199012621,58541.479934174735
2012-02-17,110.01280975341797,132.01537170410157,88.01024780273438,73210.26762798395,87852.32115358073,58568.214102387166
2012-02-18,112.3373794555664,134.8048553466797,89.86990356445312,74757.19993882699,89708.63992659238,59805.7599510616
2012-02-19,113.57823181152344,136.29387817382812,90.86258544921876,75582.95044251873,90699.54053102247,60466.36035401499
2012-02-20,110.81903076171875,132.9828369140625,88.65522460937501,73746.7838383898,88496.14060606777,58997.42707071185
2012-02-21,112.3373794555664,134.8048553466797,89.86990356445312,74757.19993882699,89708.63992659238,59805.7599510616
2012-02-22,113.28944396972656,135.94733276367188,90.63155517578126,75390.7706842429,90468.92482109148,60312.616547394326
2012-02-23,113.57823181152344,136.29387817382812,90.86258544921876,75582.95044251873,90699.54053102247,60466.36035401499
2012-02-24,113.52801513671875,136.2336181640625,90.82241210937501,75549.53273225318,90659.43927870381,60439.62618580255
2012-02-25,113.82349395751953,136.58819274902342,91.05879516601563,75746.16513894939,90895.39816673927,60596.93211115952
2012-02-26,113.82349395751953,136.58819274902342,91.05879516601563,75746.16513894939,90895.39816673927,60596.93211115952
2012-02-27,111.06429290771484,133.27715148925782,88.85143432617188,73909.99853482046,88691.99824178456,59127.998827856376
2012-02-28,113.82349395751953,136.58819274902342,91.05879516601563,75746.16513894939,90895.39816673927,60596.93211115952
2012-02-29,112.76344299316406,135.31613159179688,90.21075439453125,75040.7326081949,90048.87912983388,60032.58608655592
2012-03-01,112.8420639038086,135.4104766845703,90.27365112304688,75093.0524964183,90111.66299570196,60074.44199713464
2012-03-02,112.97415161132812,135.56898193359373,90.3793212890625,75180.95295491534,90217.1435458984,60144.76236393227
2012-03-03,113.02436828613281,135.62924194335938,90.41949462890625,75214.37066518088,90257.24479821704,60171.4965321447
2012-03-04,113.32398986816406,135.98878784179686,90.65919189453126,75413.75995681695,90496.51194818034,60331.007965453566
2012-03-05,110.56478881835938,132.67774658203123,88.4518310546875,73577.59335268803,88293.11202322562,58862.07468215042
2012-03-06,112.08313751220703,134.49976501464843,89.66651000976563,74588.00945312521,89505.61134375025,59670.40756250017
2012-03-07,113.27377319335938,135.92852783203125,90.6190185546875,75380.3422465514,90456.41069586168,60304.27379724113
2012-03-08,113.32398986816406,135.98878784179686,90.65919189453126,75413.75995681695,90496.51194818034,60331.007965453566
